micro_zone,microDepotId,scenario,dc
3763,615,3-MUC: Optimiert,14
3764,615,3-MUC: Optimiert,14
3765,615,3-MUC: Optimiert,14
3766,615,3-MUC: Optimiert,14
3767,651,3-MUC: Optimiert,14
3768,651,3-MUC: Optimiert,14
3769,651,3-MUC: Optimiert,14
3770,651,3-MUC: Optimiert,14
3771,615,3-MUC: Optimiert,14
3772,615,3-MUC: Optimiert,14
3773,612,3-MUC: Optimiert,14
3774,612,3-MUC: Optimiert,14
3775,651,3-MUC: Optimiert,14
3776,651,3-MUC: Optimiert,14
3777,648,3-MUC: Optimiert,14
3778,648,3-MUC: Optimiert,14
3779,651,3-MUC: Optimiert,14
3780,687,3-MUC: Optimiert,14
3781,651,3-MUC: Optimiert,14
3782,687,3-MUC: Optimiert,14
3783,687,3-MUC: Optimiert,14
3784,651,3-MUC: Optimiert,14
3785,687,3-MUC: Optimiert,14
3786,648,3-MUC: Optimiert,14
3787,684,3-MUC: Optimiert,14
3788,687,3-MUC: Optimiert,14
3789,687,3-MUC: Optimiert,14
3790,684,3-MUC: Optimiert,14
3791,711,3-MUC: Optimiert,14
3798,612,3-MUC: Optimiert,14
3799,612,3-MUC: Optimiert,14
3800,609,3-MUC: Optimiert,14
3801,609,3-MUC: Optimiert,14
3802,648,3-MUC: Optimiert,14
3803,648,3-MUC: Optimiert,14
3804,645,3-MUC: Optimiert,14
3805,645,3-MUC: Optimiert,14
3806,609,3-MUC: Optimiert,14
3807,609,3-MUC: Optimiert,14
3808,609,3-MUC: Optimiert,14
3809,609,3-MUC: Optimiert,14
3810,609,3-MUC: Optimiert,14
3811,609,3-MUC: Optimiert,14
3812,609,3-MUC: Optimiert,14
3813,645,3-MUC: Optimiert,14
3814,648,3-MUC: Optimiert,14
3815,684,3-MUC: Optimiert,14
3816,645,3-MUC: Optimiert,14
3817,681,3-MUC: Optimiert,14
3818,684,3-MUC: Optimiert,14
3819,711,3-MUC: Optimiert,14
3820,681,3-MUC: Optimiert,14
3821,708,3-MUC: Optimiert,14
3822,681,3-MUC: Optimiert,14
3823,681,3-MUC: Optimiert,14
3824,606,3-MUC: Optimiert,14
3825,606,3-MUC: Optimiert,14
3826,606,3-MUC: Optimiert,14
3827,606,3-MUC: Optimiert,14
3828,606,3-MUC: Optimiert,14
3829,606,3-MUC: Optimiert,14
3830,606,3-MUC: Optimiert,14
3831,606,3-MUC: Optimiert,14
3832,606,3-MUC: Optimiert,14
3833,606,3-MUC: Optimiert,14
3834,642,3-MUC: Optimiert,14
3835,642,3-MUC: Optimiert,14
3836,606,3-MUC: Optimiert,14
3837,642,3-MUC: Optimiert,14
3838,606,3-MUC: Optimiert,14
3839,642,3-MUC: Optimiert,14
3840,642,3-MUC: Optimiert,14
3841,603,3-MUC: Optimiert,14
3842,603,3-MUC: Optimiert,14
3843,603,3-MUC: Optimiert,14
3844,603,3-MUC: Optimiert,14
3845,639,3-MUC: Optimiert,14
3846,639,3-MUC: Optimiert,14
3847,639,3-MUC: Optimiert,14
3848,639,3-MUC: Optimiert,14
3849,642,3-MUC: Optimiert,14
3850,678,3-MUC: Optimiert,14
3851,642,3-MUC: Optimiert,14
3852,678,3-MUC: Optimiert,14
3853,678,3-MUC: Optimiert,14
3854,705,3-MUC: Optimiert,14
3855,678,3-MUC: Optimiert,14
3856,705,3-MUC: Optimiert,14
3857,642,3-MUC: Optimiert,14
3858,642,3-MUC: Optimiert,14
3859,639,3-MUC: Optimiert,14
3860,639,3-MUC: Optimiert,14
3861,675,3-MUC: Optimiert,14
3862,639,3-MUC: Optimiert,14
3863,675,3-MUC: Optimiert,14
3864,675,3-MUC: Optimiert,14
3865,702,3-MUC: Optimiert,14
3866,675,3-MUC: Optimiert,14
3867,702,3-MUC: Optimiert,14
3868,711,3-MUC: Optimiert,14
3869,711,3-MUC: Optimiert,14
3870,708,3-MUC: Optimiert,14
3871,708,3-MUC: Optimiert,14
3873,726,3-MUC: Optimiert,14
3874,708,3-MUC: Optimiert,14
3875,708,3-MUC: Optimiert,14
3876,708,3-MUC: Optimiert,14
3877,708,3-MUC: Optimiert,14
3878,726,3-MUC: Optimiert,14
3881,738,3-MUC: Optimiert,14
3882,738,3-MUC: Optimiert,14
3883,738,3-MUC: Optimiert,14
3884,738,3-MUC: Optimiert,14
3885,738,3-MUC: Optimiert,14
3886,705,3-MUC: Optimiert,14
3887,705,3-MUC: Optimiert,14
3888,705,3-MUC: Optimiert,14
3889,705,3-MUC: Optimiert,14
3890,723,3-MUC: Optimiert,14
3891,723,3-MUC: Optimiert,14
3892,723,3-MUC: Optimiert,14
3893,723,3-MUC: Optimiert,14
3894,702,3-MUC: Optimiert,14
3895,702,3-MUC: Optimiert,14
3896,702,3-MUC: Optimiert,14
3897,702,3-MUC: Optimiert,14
3898,720,3-MUC: Optimiert,14
3899,720,3-MUC: Optimiert,14
3900,720,3-MUC: Optimiert,14
3901,720,3-MUC: Optimiert,14
3902,735,3-MUC: Optimiert,14
3903,735,3-MUC: Optimiert,14
3904,735,3-MUC: Optimiert,14
3905,735,3-MUC: Optimiert,14
3906,735,3-MUC: Optimiert,14
3907,735,3-MUC: Optimiert,14
3908,735,3-MUC: Optimiert,14
3909,735,3-MUC: Optimiert,14
3910,735,3-MUC: Optimiert,14
3911,735,3-MUC: Optimiert,14
3912,735,3-MUC: Optimiert,14
3913,735,3-MUC: Optimiert,14
3914,735,3-MUC: Optimiert,14
3915,735,3-MUC: Optimiert,14
3916,735,3-MUC: Optimiert,14
3918,735,3-MUC: Optimiert,14
3920,720,3-MUC: Optimiert,14
3921,300,3-MUC: Optimiert,14
3922,300,3-MUC: Optimiert,14
3923,300,3-MUC: Optimiert,14
3924,300,3-MUC: Optimiert,14
3925,348,3-MUC: Optimiert,14
3926,348,3-MUC: Optimiert,14
3927,348,3-MUC: Optimiert,14
3928,348,3-MUC: Optimiert,14
3929,297,3-MUC: Optimiert,14
3930,297,3-MUC: Optimiert,14
3931,297,3-MUC: Optimiert,14
3932,297,3-MUC: Optimiert,14
3933,345,3-MUC: Optimiert,14
3934,348,3-MUC: Optimiert,14
3935,348,3-MUC: Optimiert,14
3936,348,3-MUC: Optimiert,14
3937,348,3-MUC: Optimiert,14
3938,348,3-MUC: Optimiert,14
3939,393,3-MUC: Optimiert,14
3940,348,3-MUC: Optimiert,14
3941,393,3-MUC: Optimiert,14
3942,345,3-MUC: Optimiert,14
3943,345,3-MUC: Optimiert,14
3944,345,3-MUC: Optimiert,14
3945,345,3-MUC: Optimiert,14
3946,345,3-MUC: Optimiert,14
3947,390,3-MUC: Optimiert,14
3948,345,3-MUC: Optimiert,14
3949,390,3-MUC: Optimiert,14
3950,297,3-MUC: Optimiert,14
3951,345,3-MUC: Optimiert,14
3952,294,3-MUC: Optimiert,14
3953,342,3-MUC: Optimiert,14
3954,345,3-MUC: Optimiert,14
3955,345,3-MUC: Optimiert,14
3956,390,3-MUC: Optimiert,14
3957,345,3-MUC: Optimiert,14
3958,390,3-MUC: Optimiert,14
3959,342,3-MUC: Optimiert,14
3960,387,3-MUC: Optimiert,14
3961,390,3-MUC: Optimiert,14
3962,438,3-MUC: Optimiert,14
3963,438,3-MUC: Optimiert,14
3964,438,3-MUC: Optimiert,14
3965,438,3-MUC: Optimiert,14
3966,438,3-MUC: Optimiert,14
3967,435,3-MUC: Optimiert,14
3968,435,3-MUC: Optimiert,14
3969,435,3-MUC: Optimiert,14
3970,435,3-MUC: Optimiert,14
3971,435,3-MUC: Optimiert,14
3972,390,3-MUC: Optimiert,14
3973,390,3-MUC: Optimiert,14
3974,387,3-MUC: Optimiert,14
3975,387,3-MUC: Optimiert,14
3976,435,3-MUC: Optimiert,14
3977,435,3-MUC: Optimiert,14
3978,432,3-MUC: Optimiert,14
3979,435,3-MUC: Optimiert,14
3980,435,3-MUC: Optimiert,14
3981,432,3-MUC: Optimiert,14
3982,432,3-MUC: Optimiert,14
3983,294,3-MUC: Optimiert,14
3984,342,3-MUC: Optimiert,14
3985,294,3-MUC: Optimiert,14
3986,342,3-MUC: Optimiert,14
3987,342,3-MUC: Optimiert,14
3988,342,3-MUC: Optimiert,14
3989,342,3-MUC: Optimiert,14
3990,342,3-MUC: Optimiert,14
3991,387,3-MUC: Optimiert,14
3992,342,3-MUC: Optimiert,14
3993,387,3-MUC: Optimiert,14
3994,291,3-MUC: Optimiert,14
3995,339,3-MUC: Optimiert,14
3996,339,3-MUC: Optimiert,14
3997,339,3-MUC: Optimiert,14
3998,339,3-MUC: Optimiert,14
3999,291,3-MUC: Optimiert,14
4000,339,3-MUC: Optimiert,14
4001,339,3-MUC: Optimiert,14
4002,387,3-MUC: Optimiert,14
4003,387,3-MUC: Optimiert,14
4004,387,3-MUC: Optimiert,14
4005,387,3-MUC: Optimiert,14
4006,432,3-MUC: Optimiert,14
4007,432,3-MUC: Optimiert,14
4008,432,3-MUC: Optimiert,14
4009,432,3-MUC: Optimiert,14
4010,384,3-MUC: Optimiert,14
4011,384,3-MUC: Optimiert,14
4012,384,3-MUC: Optimiert,14
4013,384,3-MUC: Optimiert,14
4014,429,3-MUC: Optimiert,14
4015,429,3-MUC: Optimiert,14
4016,429,3-MUC: Optimiert,14
4017,429,3-MUC: Optimiert,14
4018,483,3-MUC: Optimiert,14
4019,483,3-MUC: Optimiert,14
4020,483,3-MUC: Optimiert,14
4021,483,3-MUC: Optimiert,14
4022,483,3-MUC: Optimiert,14
4023,435,3-MUC: Optimiert,14
4024,480,3-MUC: Optimiert,14
4025,435,3-MUC: Optimiert,14
4026,480,3-MUC: Optimiert,14
4027,480,3-MUC: Optimiert,14
4028,480,3-MUC: Optimiert,14
4029,480,3-MUC: Optimiert,14
4030,480,3-MUC: Optimiert,14
4031,483,3-MUC: Optimiert,14
4032,525,3-MUC: Optimiert,14
4033,525,3-MUC: Optimiert,14
4034,525,3-MUC: Optimiert,14
4035,525,3-MUC: Optimiert,14
4036,480,3-MUC: Optimiert,14
4037,480,3-MUC: Optimiert,14
4038,480,3-MUC: Optimiert,14
4039,480,3-MUC: Optimiert,14
4040,522,3-MUC: Optimiert,14
4041,435,3-MUC: Optimiert,14
4042,480,3-MUC: Optimiert,14
4043,435,3-MUC: Optimiert,14
4044,480,3-MUC: Optimiert,14
4045,480,3-MUC: Optimiert,14
4046,435,3-MUC: Optimiert,14
4047,480,3-MUC: Optimiert,14
4048,432,3-MUC: Optimiert,14
4049,477,3-MUC: Optimiert,14
4050,480,3-MUC: Optimiert,14
4051,480,3-MUC: Optimiert,14
4052,477,3-MUC: Optimiert,14
4053,477,3-MUC: Optimiert,14
4054,480,3-MUC: Optimiert,14
4055,480,3-MUC: Optimiert,14
4056,480,3-MUC: Optimiert,14
4057,480,3-MUC: Optimiert,14
4058,522,3-MUC: Optimiert,14
4059,522,3-MUC: Optimiert,14
4060,522,3-MUC: Optimiert,14
4061,522,3-MUC: Optimiert,14
4062,477,3-MUC: Optimiert,14
4063,522,3-MUC: Optimiert,14
4064,522,3-MUC: Optimiert,14
4065,519,3-MUC: Optimiert,14
4066,519,3-MUC: Optimiert,14
4067,525,3-MUC: Optimiert,14
4068,564,3-MUC: Optimiert,14
4069,522,3-MUC: Optimiert,14
4070,561,3-MUC: Optimiert,14
4071,564,3-MUC: Optimiert,14
4072,564,3-MUC: Optimiert,14
4073,564,3-MUC: Optimiert,14
4074,564,3-MUC: Optimiert,14
4075,564,3-MUC: Optimiert,14
4076,564,3-MUC: Optimiert,14
4077,564,3-MUC: Optimiert,14
4078,564,3-MUC: Optimiert,14
4079,561,3-MUC: Optimiert,14
4080,561,3-MUC: Optimiert,14
4081,522,3-MUC: Optimiert,14
4082,561,3-MUC: Optimiert,14
4083,519,3-MUC: Optimiert,14
4084,558,3-MUC: Optimiert,14
4085,561,3-MUC: Optimiert,14
4086,561,3-MUC: Optimiert,14
4087,558,3-MUC: Optimiert,14
4088,558,3-MUC: Optimiert,14
4089,477,3-MUC: Optimiert,14
4090,477,3-MUC: Optimiert,14
4091,477,3-MUC: Optimiert,14
4092,477,3-MUC: Optimiert,14
4093,477,3-MUC: Optimiert,14
4094,519,3-MUC: Optimiert,14
4095,519,3-MUC: Optimiert,14
